h,r,t
1678,0,759
1678,0,762
1678,0,761
1678,0,760
1678,0,1239
1678,0,759
1680,0,987
1680,0,949
1680,0,943
1680,0,945
1680,0,947
1680,0,946
1680,0,941
1680,0,939
1680,0,940
1680,0,987
1680,0,949
1680,0,943
1680,0,945
1680,0,947
1680,0,946
1680,0,941
1680,0,939
1680,0,940
1680,0,987
1680,0,949
1680,0,943
1680,0,945
1680,0,947
1680,0,946
1680,0,941
1680,0,939
1680,0,940
1680,0,987
1680,0,949
1680,0,943
1680,0,945
1680,0,947
1680,0,946
1680,0,941
1680,0,939
1680,0,940
1685,0,636
1685,0,636
1685,0,636
1685,0,636
1688,0,989
1688,0,988
1688,0,989
1688,0,988
1688,0,989
1688,0,988
1688,0,989
1688,0,988
1695,0,365
1695,0,365
1695,0,365
1695,0,365
1697,0,1588
1697,0,1588
1697,0,1588
1697,0,1588
1698,0,996
1698,0,995
1698,0,994
1698,0,993
1698,0,992
1698,0,996
1698,0,995
1698,0,994
1698,0,993
1698,0,992
1698,0,996
1698,0,995
1698,0,994
1698,0,993
1698,0,992
1698,0,996
1698,0,995
1698,0,994
1698,0,993
1698,0,992
1699,0,101
1699,0,101
1699,0,101
1699,0,101
1701,0,1002
1701,0,443
1701,0,1002
1701,0,443
1701,0,1002
1701,0,443
1701,0,1002
1701,0,443
1702,0,1298
1702,0,1298
1702,0,1298
1702,0,1298
1704,0,32
1704,0,32
1704,0,32
1704,0,32
1706,0,643
1706,0,643
1706,0,643
1706,0,643
1708,0,444
1708,0,443
1708,0,444
1708,0,443
1708,0,444
1708,0,443
1708,0,444
1708,0,443
1710,0,1005
1710,0,1005
1710,0,1005
1710,0,1005
1717,0,484
1717,0,52
1717,0,666
1722,0,1021
1722,0,1020
1722,0,1019
1722,0,1018
1722,0,1017
1722,0,1132
1722,0,1021
1722,0,1020
1722,0,1019
1722,0,1018
1722,0,1017
1722,0,1132
1722,0,1021
1722,0,1020
1722,0,1019
1722,0,1018
1722,0,1017
1722,0,1132
1733,0,1028
1733,0,1029
1733,0,1027
1733,0,1028
1733,0,1029
1733,0,1027
1733,0,1028
1733,0,1029
1733,0,1027
1733,0,1028
1733,0,1029
1733,0,1027
1735,0,1027
1735,0,1027
1735,0,1027
1735,0,1027
1743,0,1400
1743,0,1399
1743,0,900
1743,0,899
1743,0,898
1743,0,897
1743,0,1400
1743,0,1399
1743,0,900
1743,0,899
1743,0,898
1743,0,897
1743,0,1400
1743,0,1399
1743,0,900
1743,0,899
1743,0,898
1743,0,897
1743,0,1400
1743,0,1399
1743,0,900
1743,0,899
1743,0,898
1743,0,897
1746,0,1397
1746,0,1396
1746,0,1395
1746,0,1394
1746,0,1397
1746,0,1396
1746,0,1395
1746,0,1394
1746,0,1397
1746,0,1396
1746,0,1395
1746,0,1394
1746,0,1397
1746,0,1396
1746,0,1395
1746,0,1394
1746,0,1397
1746,0,1396
1746,0,1395
1746,0,1394
1747,0,309
1747,0,306
1747,0,304
1747,0,309
1747,0,306
1747,0,304
1747,0,309
1747,0,306
1747,0,304
1747,0,309
1747,0,306
1747,0,304
1749,0,779
1749,0,779
1762,0,1042
1762,0,1042
1762,0,1042
1762,0,1042
1763,0,1044
1763,0,1043
1763,0,1044
1763,0,1043
1763,0,1044
1763,0,1043
1763,0,1044
1763,0,1043
1764,0,1041
1764,0,1039
1764,0,1038
1764,0,1498
1764,0,1041
1764,0,1039
1764,0,1038
1764,0,1498
1764,0,1041
1764,0,1039
1764,0,1038
1764,0,1498
1764,0,1041
1764,0,1039
1764,0,1038
1764,0,1498
1765,0,1046
1765,0,1046
1765,0,1046
1768,0,1733
1768,0,1047
1768,0,1733
1768,0,1047
1768,0,1733
1768,0,1047
1768,0,1733
1768,0,1047
1771,0,1386
1771,0,1050
1771,0,1386
1771,0,1050
1771,0,1386
1771,0,1050
1771,0,1386
1771,0,1050
1777,0,1046
1777,0,1046
1777,0,1046
1777,0,1046
1789,0,467
1789,0,466
1789,0,464
1789,0,465
1789,0,467
1789,0,466
1789,0,464
1789,0,465
1789,0,467
1789,0,466
1789,0,464
1789,0,465
1789,0,467
1789,0,466
1789,0,464
1789,0,465
1796,0,1692
1796,0,1692
1796,0,1692
1796,0,1692
1795,0,157
1795,0,157
1795,0,157
1795,0,157
1797,0,914
1797,0,595
1797,0,598
1797,0,913
1797,0,523
1797,0,599
1797,0,597
1797,0,912
1797,0,914
1797,0,595
1797,0,598
1797,0,913
1797,0,523
1797,0,599
1797,0,597
1797,0,912
1797,0,914
1797,0,595
1797,0,598
1797,0,913
1797,0,523
1797,0,599
1797,0,597
1797,0,912
1797,0,914
1797,0,595
1797,0,598
1797,0,913
1797,0,523
1797,0,599
1797,0,597
1797,0,912
1797,0,914
1797,0,595
1797,0,598
1797,0,913
1797,0,523
1797,0,599
1797,0,597
1797,0,912
1800,0,372
1800,0,372
1800,0,372
1800,0,372
1803,0,1572
1803,0,1572
1803,0,1572
1803,0,1572
1802,0,1525
1802,0,1372
1802,0,145
1802,0,1077
1802,0,727
1802,0,726
1802,0,725
1802,0,724
1802,0,723
1802,0,1267
1802,0,1287
1802,0,1199
1802,0,1525
1802,0,1372
1802,0,145
1802,0,1077
1802,0,727
1802,0,726
1802,0,725
1802,0,724
1802,0,723
1802,0,1267
1802,0,1287
1802,0,1199
1802,0,1525
1802,0,1372
1802,0,145
1802,0,1077
1802,0,727
1802,0,726
1802,0,725
1802,0,724
1802,0,723
1802,0,1267
1802,0,1287
1802,0,1199
1802,0,1525
1802,0,1372
1802,0,145
1802,0,1077
1802,0,727
1802,0,726
1802,0,725
1802,0,724
1802,0,723
1802,0,1267
1802,0,1287
1802,0,1199
1806,0,1515
1806,0,1515
1806,0,1515
1806,0,1515
1807,0,1084
1807,0,1083
1807,0,1084
1807,0,1083
1807,0,1084
1807,0,1083
1807,0,1084
1807,0,1083
1810,0,920
1810,0,803
1810,0,920
1810,0,803
1810,0,920
1810,0,803
1810,0,920
1810,0,803
1813,0,803
1813,0,803
1813,0,803
1813,0,803
1816,0,1793
1816,0,1793
1816,0,1793
1816,0,1793
1821,0,337
1821,0,337
1821,0,337
1821,0,337
1823,0,1089
1823,0,1089
1823,0,1089
1823,0,1089
1823,0,1089
1825,0,1016
1825,0,1016
1825,0,1016
1825,0,1016
1831,0,937
1831,0,936
1831,0,935
1831,0,1431
1831,0,1432
1831,0,934
1831,0,933
1831,0,937
1831,0,936
1831,0,935
1831,0,1431
1831,0,1432
1831,0,934
1831,0,933
1831,0,937
1831,0,936
1831,0,935
1831,0,1431
1831,0,1432
1831,0,934
1831,0,933
1831,0,937
1831,0,936
1831,0,935
1831,0,1431
1831,0,1432
1831,0,934
1831,0,933
1831,0,937
1831,0,936
1831,0,935
1831,0,1431
1831,0,1432
1831,0,934
1831,0,933
1833,0,0
1833,0,1882
1833,0,1410
1833,0,746
1833,0,1605
1833,0,0
1833,0,1882
1833,0,1410
1833,0,746
1833,0,1605
1833,0,0
1833,0,1882
1833,0,1410
1833,0,746
1833,0,1605
1833,0,0
1833,0,1882
1833,0,1410
1833,0,746
1833,0,1605
1833,0,0
1833,0,1882
1833,0,1410
1833,0,746
1833,0,1605
1834,0,1698
1834,0,1698
1834,0,1698
1834,0,1698
1836,0,938
1836,0,938
1836,0,938
1836,0,938
1837,0,10
1837,0,10
1837,0,10
1837,0,10
1835,0,532
1835,0,531
1835,0,532
1835,0,531
1835,0,532
1835,0,531
1835,0,532
1835,0,531
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1840,0,1090
1840,0,1093
1840,0,1092
1840,0,1091
1841,0,949
1841,0,946
1841,0,945
1841,0,943
1841,0,941
1841,0,947
1841,0,940
1841,0,939
1841,0,949
1841,0,946
1841,0,945
1841,0,943
1841,0,941
1841,0,947
1841,0,940
1841,0,939
1841,0,949
1841,0,946
1841,0,945
1841,0,943
1841,0,941
1841,0,947
1841,0,940
1841,0,939
1841,0,949
1841,0,946
1841,0,945
1841,0,943
1841,0,941
1841,0,947
1841,0,940
1841,0,939
1844,0,1111
1844,0,1110
1844,0,1109
1844,0,1108
1844,0,1107
1844,0,1106
1844,0,920
1844,0,1104
1844,0,1103
1844,0,1102
1844,0,1101
1844,0,1111
1844,0,1110
1844,0,1109
1844,0,1108
1844,0,1107
1844,0,1106
1844,0,920
1844,0,1104
1844,0,1103
1844,0,1102
1844,0,1101
1844,0,1111
1844,0,1110
1844,0,1109
1844,0,1108
1844,0,1107
1844,0,1106
1844,0,920
1844,0,1104
1844,0,1103
1844,0,1102
1844,0,1101
1844,0,1111
1844,0,1110
1844,0,1109
1844,0,1108
1844,0,1107
1844,0,1106
1844,0,920
1844,0,1104
1844,0,1103
1844,0,1102
1844,0,1101
1844,0,1111
1844,0,1110
1844,0,1109
1844,0,1108
1844,0,1107
1844,0,1106
1844,0,920
1844,0,1104
1844,0,1103
1844,0,1102
1844,0,1101
1846,0,818
1846,0,818
1846,0,818
1846,0,818
1848,0,822
1848,0,821
1848,0,820
1848,0,819
1848,0,822
1848,0,821
1848,0,820
1848,0,819
1848,0,822
1848,0,821
1848,0,820
1848,0,819
1848,0,822
1848,0,821
1848,0,820
1848,0,819
1849,0,720
1849,0,1112
1849,0,720
1849,0,1112
1851,0,1118
1851,0,1117
1851,0,1116
1851,0,1115
1851,0,1114
1851,0,1113
1851,0,1118
1851,0,1117
1851,0,1116
1851,0,1115
1851,0,1114
1851,0,1113
1851,0,1118
1851,0,1117
1851,0,1116
1851,0,1115
1851,0,1114
1851,0,1113
1851,0,1118
1851,0,1117
1851,0,1116
1851,0,1115
1851,0,1114
1851,0,1113
1861,0,1129
1861,0,1129
1861,0,1129
1861,0,1129
1864,0,1129
1864,0,1129
1864,0,1129
1864,0,1129
1883,0,97
1883,0,96
1883,0,97
1883,0,96
1883,0,97
1883,0,96
1883,0,97
1883,0,96
1886,0,1155
1886,0,1155
1886,0,1155
1886,0,1155
1889,0,1157
1889,0,1157
1889,0,1157
1889,0,1157
1890,0,1159
1890,0,1158
1890,0,1159
1890,0,1158
1890,0,1159
1890,0,1158
1890,0,1159
1890,0,1158
1897,0,1028
1897,0,1028
1897,0,1028
1897,0,1028
1903,0,1162
1903,0,1161
1903,0,1162
1903,0,1161
1903,0,1162
1903,0,1161
1903,0,1162
1903,0,1161
1906,0,1086
1906,0,1086
1906,0,1086
1906,0,1086
1908,0,1162
1908,0,1161
1908,0,1162
1908,0,1161
1908,0,1162
1908,0,1161
1908,0,1162
1908,0,1161
1909,0,1165
1909,0,1164
1909,0,1165
1909,0,1164
1909,0,1165
1909,0,1164
1909,0,1165
1909,0,1164
1910,0,205
1910,0,1166
1910,0,1266
1910,0,292
1910,0,1250
1910,0,205
1910,0,1166
1910,0,1266
1910,0,292
1910,0,1250
1910,0,205
1910,0,1166
1910,0,1266
1910,0,292
1910,0,1250
1910,0,205
1910,0,1166
1910,0,1266
1910,0,292
1910,0,1250
1914,0,985
1914,0,985
1914,0,985
1914,0,985
1921,0,1167
1921,0,1167
1921,0,1167
1921,0,1167
1922,0,1168
1922,0,1168
1922,0,1168
1922,0,1168
1922,0,1168
2349,0,1448
2349,0,1448
2349,0,1448
2349,0,1448
1924,0,1733
1924,0,1733
1924,0,1733
1924,0,1733
1925,0,1733
1925,0,1047
1925,0,1733
1925,0,1047
1925,0,1733
1925,0,1047
1925,0,1733
1925,0,1047
1928,0,1170
1928,0,1170
1928,0,1170
1928,0,1170
1930,0,988
1930,0,1171
1930,0,1084
1930,0,989
1930,0,988
1930,0,1171
1930,0,1084
1930,0,989
1930,0,988
1930,0,1171
1930,0,1084
1930,0,989
1930,0,988
1930,0,1171
1930,0,1084
1930,0,989
1933,0,1172
1933,0,1172
1933,0,1172
1933,0,1172
1935,0,1574
1935,0,1174
1935,0,528
1935,0,458
1935,0,459
1935,0,1574
1935,0,1174
1935,0,528
1935,0,458
1935,0,459
1935,0,1574
1935,0,1174
1935,0,528
1935,0,458
1935,0,459
1935,0,1574
1935,0,1174
1935,0,528
1935,0,458
1935,0,459
1939,0,1176
1939,0,1175
1939,0,1176
1939,0,1175
1939,0,1176
1939,0,1175
1939,0,1176
1939,0,1175
1942,0,34
1942,0,34
1942,0,34
1942,0,34
1945,0,377
1945,0,1181
1945,0,1180
1945,0,1179
1945,0,1178
1945,0,1177
1945,0,377
1945,0,1181
1945,0,1180
1945,0,1179
1945,0,1178
1945,0,1177
1945,0,377
1945,0,1181
1945,0,1180
1945,0,1179
1945,0,1178
1945,0,1177
1945,0,377
1945,0,1181
1945,0,1180
1945,0,1179
1945,0,1178
1945,0,1177
1957,0,301
1957,0,315
1957,0,301
1957,0,315
1957,0,301
1957,0,315
1957,0,301
1957,0,315
1963,0,715
1963,0,715
1963,0,715
1963,0,715
1964,0,1005
1964,0,1005
1964,0,1005
1964,0,1005
1965,0,1826
1965,0,1826
1965,0,1826
1965,0,1826
1969,0,192
1969,0,194
1969,0,193
1968,0,32
1968,0,32
1968,0,32
1968,0,32
1970,0,197
1970,0,197
1970,0,197
1970,0,197
1977,0,1186
1977,0,1012
1977,0,1007
1977,0,1008
1977,0,1011
1977,0,1010
1977,0,1009
1977,0,1186
1977,0,1012
1977,0,1007
1977,0,1008
1977,0,1011
1977,0,1010
1977,0,1009
1977,0,1186
1977,0,1012
1977,0,1007
1977,0,1008
1977,0,1011
1977,0,1010
1977,0,1009
1977,0,1186
1977,0,1012
1977,0,1007
1977,0,1008
1977,0,1011
1977,0,1010
1977,0,1009
1979,0,367
1979,0,366
1979,0,367
1979,0,366
1979,0,367
1979,0,366
1979,0,367
1979,0,366
1979,0,287
1982,0,1666
1982,0,1663
1982,0,1658
1982,0,1657
1982,0,1666
1982,0,1663
1982,0,1658
1982,0,1657
1982,0,1666
1982,0,1663
1982,0,1658
1982,0,1657
1982,0,1666
1982,0,1663
1982,0,1658
1982,0,1657
1983,0,1449
1983,0,1449
1983,0,1449
1983,0,1449
1990,0,1022
1990,0,1022
1990,0,1022
1990,0,1022
1327,0,1822
1327,0,1822
1327,0,1822
1327,0,1822
1993,0,1822
1998,0,1603
1998,0,1603
1998,0,1603
1998,0,1603
2002,0,1191
2002,0,1192
2002,0,1191
2002,0,1192
2002,0,1191
2002,0,1192
2002,0,1191
2002,0,1192
2004,0,1862
2004,0,1862
2004,0,1862
2004,0,1862
2007,0,1862
2007,0,1862
2007,0,1862
2007,0,1862
2005,0,82
2005,0,82
2005,0,82
2005,0,82
2008,0,321
2008,0,316
2008,0,314
2008,0,309
2008,0,306
2008,0,304
2008,0,321
2008,0,316
2008,0,314
2008,0,309
2008,0,306
2008,0,304
2013,0,1822
2013,0,1822
2013,0,1822
2013,0,1822
2014,0,1707
2014,0,1705
2014,0,1703
2014,0,1702
2014,0,1701
2014,0,1700
2014,0,1699
2014,0,1707
2014,0,1705
2014,0,1703
2014,0,1702
2014,0,1701
2014,0,1700
2014,0,1699
2016,0,82
2016,0,82
2016,0,82
2016,0,82
2018,0,1196
2018,0,1195
2018,0,1194
2018,0,1196
2018,0,1195
2018,0,1194
2018,0,1196
2018,0,1195
2018,0,1194
2018,0,1196
2018,0,1195
2018,0,1194
2024,0,1766
2024,0,1761
2024,0,1760
2024,0,1757
2024,0,1756
2024,0,1755
2024,0,1766
2024,0,1761
2024,0,1760
2024,0,1757
2024,0,1756
2024,0,1755
2024,0,1766
2024,0,1761
2024,0,1760
2024,0,1757
2024,0,1756
2024,0,1755
2024,0,1766
2024,0,1761
2024,0,1760
2024,0,1757
2024,0,1756
2024,0,1755
2024,0,1766
2024,0,1761
2024,0,1760
2024,0,1757
2024,0,1756
2024,0,1755
2024,0,1766
2024,0,1761
2024,0,1760
2024,0,1757
2024,0,1756
2024,0,1755
2026,0,1868
2026,0,1873
2026,0,468
2026,0,1868
2026,0,1873
2026,0,468
2026,0,1868
2026,0,1873
2026,0,468
2026,0,1868
2026,0,1873
2026,0,468
2027,0,1447
2027,0,1447
2027,0,1447
2027,0,1447
2028,0,1447
2028,0,1447
2028,0,1447
2028,0,1447
2030,0,1447
2030,0,1447
2030,0,1447
2030,0,1447
2032,0,1447
2032,0,1447
2032,0,1447
2032,0,1447
2035,0,494
2035,0,494
2035,0,494
2035,0,494
2037,0,666
2037,0,666
2039,0,1689
2039,0,1689
2039,0,1689
2039,0,1689
2041,0,517
2041,0,516
2041,0,515
2041,0,517
2041,0,516
2041,0,515
2048,0,1773
2048,0,1773
2048,0,1773
2048,0,1773
2051,0,192
2051,0,194
2051,0,193
2051,0,192
2051,0,194
2051,0,193
2051,0,192
2051,0,194
2051,0,193
2051,0,192
2051,0,194
2051,0,193
2053,0,142
2053,0,142
2053,0,142
2053,0,142
2055,0,1002
2055,0,443
2055,0,1002
2055,0,443
2055,0,1002
2055,0,443
2055,0,1002
2055,0,443
2058,0,59
2058,0,59
2058,0,59
2058,0,59
2061,0,1201
2061,0,1201
2061,0,1201
2061,0,1201
2067,0,223
2076,0,1201
2076,0,1201
2076,0,1201
2076,0,1201
2087,0,470
2087,0,470
2088,0,19
2088,0,19
2088,0,19
2088,0,19
2096,0,1652
2096,0,1652
2096,0,1652
2096,0,1652
2095,0,79
2095,0,78
2095,0,79
2095,0,78
2095,0,79
2095,0,78
2095,0,79
2095,0,78
2098,0,189
2098,0,189
2098,0,189
2098,0,189
2100,0,73
2100,0,72
2100,0,71
2100,0,70
2100,0,69
2100,0,68
2100,0,73
2100,0,72
2100,0,71
2100,0,70
2100,0,69
2100,0,68
2100,0,73
2100,0,72
2100,0,71
2100,0,70
2100,0,69
2100,0,68
2100,0,73
2100,0,72
2100,0,71
2100,0,70
2100,0,69
2100,0,68
2104,0,1449
2104,0,1449
2104,0,1449
2104,0,1449
2107,0,176
2107,0,176
2107,0,176
2107,0,176
2111,0,107
2111,0,107
2111,0,107
2111,0,107
2113,0,494
2113,0,494
2113,0,494
2113,0,494
2114,0,101
2114,0,97
2114,0,96
2114,0,101
2114,0,97
2114,0,96
2114,0,101
2114,0,97
2114,0,96
2114,0,101
2114,0,97
2114,0,96
2116,0,1877
2116,0,1877
2116,0,1877
2116,0,1877
2116,0,1877
2118,0,25
2118,0,24
2118,0,484
2118,0,23
2118,0,25
2118,0,24
2118,0,484
2118,0,23
2118,0,25
2118,0,24
2118,0,484
2118,0,23
2118,0,25
2118,0,24
2118,0,484
2118,0,23
2119,0,1204
2119,0,1204
2119,0,1204
2119,0,1204
2119,0,1204
2125,0,228
2125,0,228
2128,0,1624
2128,0,1623
2128,0,1624
2128,0,1623
2128,0,1624
2128,0,1623
2128,0,1624
2128,0,1623
2132,0,1430
2132,0,1424
2132,0,1430
2132,0,1424
2132,0,1430
2132,0,1424
2132,0,1430
2132,0,1424
2137,0,530
2137,0,530
2138,0,991
2138,0,991
2138,0,991
2138,0,991
2138,0,991
2139,0,7
2139,0,1173
2139,0,5
2139,0,3
2139,0,2
2139,0,1185
2139,0,639
2139,0,7
2139,0,1173
2139,0,5
2139,0,3
2139,0,2
2139,0,1185
2139,0,639
2139,0,7
2139,0,1173
2139,0,5
2139,0,3
2139,0,2
2139,0,1185
2139,0,639
2139,0,7
2139,0,1173
2139,0,5
2139,0,3
2139,0,2
2139,0,1185
2139,0,639
2141,0,1131
2141,0,1130
2141,0,1128
2141,0,1131
2141,0,1130
2141,0,1128
2158,0,180
2158,0,180
2158,0,180
2158,0,180
2162,0,1209
2162,0,1208
2162,0,1207
2162,0,1209
2162,0,1208
2162,0,1207
2162,0,1209
2162,0,1208
2162,0,1207
2162,0,1209
2162,0,1208
2162,0,1207
2164,0,25
2164,0,24
2164,0,23
2164,0,25
2164,0,24
2164,0,23
2164,0,25
2164,0,24
2164,0,23
2164,0,25
2164,0,24
2164,0,23
2168,0,251
2168,0,250
2168,0,249
2168,0,303
2168,0,248
2168,0,251
2168,0,250
2168,0,249
2168,0,303
2168,0,248
2168,0,251
2168,0,250
2168,0,249
2168,0,303
2168,0,248
2168,0,251
2168,0,250
2168,0,249
2168,0,303
2168,0,248
2171,0,1827
2171,0,1826
2171,0,1827
2171,0,1826
2171,0,1827
2171,0,1826
2171,0,1827
2171,0,1826
2172,0,274
2172,0,274
2172,0,274
2172,0,274
2178,0,22
2178,0,21
2178,0,20
2178,0,22
2178,0,21
2178,0,20
2178,0,22
2178,0,21
2178,0,20
2178,0,22
2178,0,21
2178,0,20
2179,0,1078
2179,0,1078
2179,0,1078
2179,0,1078
2180,0,30
2180,0,31
2180,0,30
2180,0,31
2180,0,30
2180,0,31
2180,0,30
2180,0,31
2182,0,887
2182,0,82
2182,0,887
2182,0,82
2182,0,887
2182,0,82
2182,0,887
2182,0,82
2187,0,585
2187,0,585
2187,0,585
2187,0,585
2193,0,1211
2193,0,1210
2193,0,1211
2193,0,1210
2193,0,1211
2193,0,1210
2193,0,1211
2193,0,1210
2196,0,1211
2196,0,1210
2196,0,1211
2196,0,1210
2196,0,1211
2196,0,1210
2196,0,1211
2196,0,1210
2200,0,59
2200,0,60
2200,0,61
2200,0,58
2200,0,57
2200,0,59
2200,0,58
2200,0,57
2200,0,61
2200,0,60
2200,0,59
2200,0,60
2200,0,61
2200,0,58
2200,0,57
2200,0,59
2200,0,60
2200,0,61
2200,0,58
2200,0,57
2203,0,472
2203,0,472
2203,0,472
2203,0,472
2207,0,639
2207,0,639
2207,0,639
2207,0,639
2208,0,525
2208,0,493
2208,0,525
2208,0,493
2208,0,525
2208,0,493
2208,0,525
2208,0,493
2210,0,1062
2210,0,1061
2210,0,1065
2210,0,1064
2210,0,1063
2210,0,1062
2210,0,1061
2210,0,1065
2210,0,1064
2210,0,1063
2211,0,1059
2211,0,1058
2211,0,1057
2211,0,1056
2211,0,1055
2211,0,1054
2211,0,1053
2211,0,1059
2211,0,1058
2211,0,1057
2211,0,1056
2211,0,1055
2211,0,1054
2211,0,1053
2211,0,1059
2211,0,1058
2211,0,1057
2211,0,1056
2211,0,1055
2211,0,1054
2211,0,1053
2211,0,1059
2211,0,1058
2211,0,1057
2211,0,1056
2211,0,1055
2211,0,1054
2211,0,1053
2212,0,525
2212,0,493
2212,0,525
2212,0,493
2212,0,525
2212,0,493
2212,0,525
2212,0,493
2213,0,93
2213,0,93
2213,0,93
2213,0,93
2213,0,93
2215,0,1717
2215,0,1717
2215,0,1717
2215,0,1717
2221,0,102
2221,0,95
2221,0,90
2221,0,102
2221,0,95
2221,0,90
2221,0,102
2221,0,95
2221,0,90
2221,0,102
2221,0,95
2221,0,90
2221,0,102
2221,0,95
2221,0,90
2225,0,1213
2225,0,1214
2225,0,1213
2225,0,1214
2225,0,1213
2225,0,1214
2225,0,1213
2225,0,1214
2226,0,491
2226,0,491
2226,0,491
2226,0,491
2231,0,1448
2231,0,1448
2231,0,1448
2231,0,1448
2231,0,1448
2232,0,1073
2232,0,1072
2232,0,1071
2232,0,1070
2232,0,1069
2232,0,1068
2232,0,1067
2232,0,1066
2232,0,1073
2232,0,1072
2232,0,1071
2232,0,1070
2232,0,1069
2232,0,1068
2232,0,1067
2232,0,1066
2232,0,1073
2232,0,1072
2232,0,1071
2232,0,1070
2232,0,1069
2232,0,1068
2232,0,1067
2232,0,1066
2232,0,1073
2232,0,1072
2232,0,1071
2232,0,1070
2232,0,1069
2232,0,1068
2232,0,1067
2232,0,1066
2232,0,1073
2232,0,1072
2232,0,1071
2232,0,1070
2232,0,1069
2232,0,1068
2232,0,1067
2232,0,1066
2233,0,231
2233,0,230
2233,0,229
2233,0,65
2233,0,231
2233,0,230
2233,0,229
2233,0,65
2233,0,231
2233,0,230
2233,0,229
2233,0,65
2233,0,231
2233,0,230
2233,0,229
2233,0,65
2236,0,1118
2236,0,1117
2236,0,1116
2236,0,1115
2236,0,1114
2236,0,1113
2236,0,1118
2236,0,1117
2236,0,1116
2236,0,1115
2236,0,1114
2236,0,1113
2236,0,1118
2236,0,1117
2236,0,1116
2236,0,1115
2236,0,1114
2236,0,1113
2236,0,1118
2236,0,1117
2236,0,1116
2236,0,1115
2236,0,1114
2236,0,1113
2237,0,1002
2237,0,443
2237,0,1002
2237,0,443
2237,0,1002
2237,0,443
2237,0,1002
2237,0,443
2239,0,583
2239,0,583
2239,0,583
2238,0,1712
2238,0,1711
2238,0,1712
2238,0,1711
2238,0,1712
2238,0,1711
2238,0,1712
2238,0,1711
2241,0,313
2241,0,313
2241,0,313
2241,0,313
2242,0,1002
2242,0,443
2242,0,1002
2242,0,443
2242,0,1002
2242,0,443
2242,0,1002
2242,0,443
2243,0,1426
2243,0,244
2243,0,243
2243,0,242
2243,0,241
2243,0,1426
2243,0,244
2243,0,243
2243,0,242
2243,0,241
2243,0,1426
2243,0,244
2243,0,243
2243,0,242
2243,0,241
2243,0,1426
2243,0,244
2243,0,243
2243,0,242
2243,0,241
2245,0,1549
2245,0,1549
2245,0,1549
2245,0,1549
2246,0,1712
2246,0,1711
2246,0,1712
2246,0,1711
2246,0,1712
2246,0,1711
2246,0,1712
2246,0,1711
2249,0,1294
2249,0,1294
2249,0,1294
2249,0,1294
2250,0,444
2250,0,443
2250,0,444
2250,0,443
2250,0,444
2250,0,443
2250,0,444
2250,0,443
2252,0,435
2252,0,435
2252,0,435
2252,0,435
2253,0,621
2253,0,620
2253,0,621
2253,0,620
2253,0,621
2253,0,620
2253,0,621
2253,0,620
2254,0,251
2254,0,250
2254,0,303
2254,0,249
2254,0,248
2254,0,251
2254,0,250
2254,0,303
2254,0,249
2254,0,248
2254,0,251
2254,0,250
2254,0,303
2254,0,249
2254,0,248
2254,0,251
2254,0,250
2254,0,303
2254,0,249
2254,0,248
2255,0,542
2255,0,542
2255,0,542
2255,0,542
2261,0,1688
2261,0,1688
2261,0,1688
2261,0,1688
2262,0,523
2262,0,913
2262,0,914
2262,0,523
2262,0,913
2262,0,914
2262,0,523
2262,0,913
2262,0,914
2262,0,523
2262,0,913
2262,0,914
2268,0,469
2268,0,463
2268,0,462
2268,0,461
2268,0,460
2268,0,453
2268,0,445
2268,0,436
2268,0,432
2268,0,421
2268,0,411
2268,0,400
2268,0,391
2268,0,469
2268,0,463
2268,0,462
2268,0,461
2268,0,460
2268,0,453
2268,0,445
2268,0,436
2268,0,432
2268,0,421
2268,0,411
2268,0,400
2268,0,391
2270,0,205
2270,0,1266
2270,0,1250
2270,0,205
2270,0,1266
2270,0,1250
2270,0,1266
2270,0,1250
2270,0,205
2270,0,1266
2270,0,1250
2270,0,205
2270,0,1266
2270,0,1250
2276,0,295
2276,0,295
2276,0,295
2276,0,295
2279,0,1295
2279,0,1295
2279,0,1295
2279,0,1295
2289,0,777
2289,0,777
2289,0,777
2289,0,777
2290,0,1778
2290,0,1777
2290,0,1776
2290,0,1775
2290,0,1778
2290,0,1777
2290,0,1776
2290,0,1775
2290,0,1778
2290,0,1777
2290,0,1776
2290,0,1775
2292,0,1587
2292,0,1585
2292,0,1584
2292,0,1582
2292,0,1581
2292,0,1580
2292,0,1575
2292,0,1708
2292,0,1587
2292,0,1585
2292,0,1584
2292,0,1582
2292,0,1581
2292,0,1580
2292,0,1575
2292,0,1708
2292,0,1587
2292,0,1585
2292,0,1584
2292,0,1582
2292,0,1581
2292,0,1580
2292,0,1575
2292,0,1708
2292,0,1587
2292,0,1585
2292,0,1584
2292,0,1582
2292,0,1581
2292,0,1580
2292,0,1575
2292,0,1708
2294,0,1643
2294,0,1643
2294,0,1643
2294,0,1643
2294,0,1643
2295,0,1590
2295,0,1587
2295,0,1585
2295,0,1584
